Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027312.1,87631523,Intron,24.33,3.8E-29,106568249,LOC106568249,protein FAM222A-like
NC_027308.1,69587600,Intron,-28.51,4.3E-29,106611943,LOC106611943,collagen alpha-1(XXIII) chain-like
NC_027316.1,758126,Flanks,33.66,4.4E-29,100196534,LOC100196534,N-chimaerin
NC_027308.1,103307094,Exon,-25.63,4.7E-29,106612650,LOC106612650,protein phosphatase Slingshot homolog 2-like
NC_027306.1,28242022,Intron,-28.5,6.3E-29,106609075,LOC106609075,leucine-rich repeat LGI family member 2-like
NC_027303.1,47273566,Intron,-33.51,8.2E-29,106603586,LOC106603586,E3 ubiquitin-protein ligase Siah2
NC_027321.1,15167958,Intron,20.97,8.6E-29,106582865,LOC106582865,semaphorin-3F-like
NC_027313.1,37973828,P6K,23.34,1.0E-28,106569517,LOC106569517,semaphorin-6B-like
NC_027313.1,3050339,Flanks,-24.55,1.1E-28,106568632,basp1,brain abundant membrane attached signal protein 1
NC_027311.1,48441099,Intron,-21.57,1.1E-28,106565329,LOC106565329,calcium-dependent secretion activator 1-like
NC_027305.1,17789638,Intron,22.76,1.2E-28,106606683,LOC106606683,serine/threonine-protein kinase/endoribonuclease IRE1-like
NC_027314.1,100917642,Intron,26.57,1.2E-28,106572946,LOC106572946,IQ motif and SEC7 domain-containing protein 2-like
NC_027300.1,115382540,Exon,-39.03,1.3E-28,106562714,LOC106562714,"tricarboxylate transport protein, mitochondrial-like"
NC_027310.1,55366844,Flanks,-28.95,1.4E-28,106563006,LOC106563006,beta-adrenergic receptor kinase 2-like
NC_027310.1,20894076,Flanks,20.54,2.0E-28,106562212,LOC106562212,DNA-binding protein RFX7-like
NC_027322.1,37214983,Intron,38.89,2.0E-28,106584557,LOC106584557,calcium-dependent secretion activator 2-like
NC_027304.1,33677422,Intron,20.26,2.3E-28,100195438,zic4,zic family member 4
NC_027310.1,24989081,Intron,-20.14,2.6E-28,106562335,LOC106562335,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B-like"
NC_027303.1,10039513,Intron,-38.49,2.7E-28,106602371,SH3 domain-containing protein 19-like,SH3 domain-containing protein 19-like
NC_027306.1,45336236,Intron,32.37,2.9E-28,106609497,LOC106609497,muscarinic acetylcholine receptor M2-like
NC_027303.1,40515733,Intron,22.75,3.4E-28,106603264,LOC106603264,roundabout homolog 1-like
NC_027326.1,33581459,Intron,23.91,4.3E-28,106588997,LOC106588997,CUB and sushi domain-containing protein 3-like
NC_027316.1,36914517,Flanks,-30.02,4.8E-28,106576072,LOC106576072,leucine-rich repeat neuronal protein 3-like
NC_027326.1,513541,Flanks,-20.5,5.4E-28,106588148,LOC106588148,protein S100-A1-like
NC_027302.1,20339695,Flanks,35.06,5.5E-28,106599479,LOC106599479,disco-interacting protein 2 homolog C
NC_027309.1,12807665,Intron,-34.52,6.5E-28,106613573,LOC106613573,calcium/calmodulin-dependent protein kinase type IV-like
NC_027305.1,71616823,Intron,29.03,7.9E-28,106608140,"MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like, transcript variant X3",MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like
NC_027312.1,45478848,Exon,-24.27,8.2E-28,106567375,LOC106567375,sterile alpha motif domain-containing protein 11-like
NC_027317.1,65791975,P6K,38.21,8.8E-28,106578063,LOC106578063,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform-like
NC_027303.1,64030166,Intron,-26.44,9.3E-28,106603746,LOC106603746,double C2-like domain-containing protein beta
NC_027324.1,31787988,P250,20.54,9.8E-28,106586556,LOC106586556,uncharacterized LOC106586556
NC_027301.1,35868693,Intron,-23.58,1.1E-27,106584293,ptpru,protein tyrosine phosphatase receptor type U
NC_027303.1,36600745,P6K,20.64,1.5E-27,106603103,LOC106603103,WD repeat-containing protein 44-like
NC_027317.1,14959863,Flanks,-22.95,1.6E-27,100195770,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1
NC_027304.1,57176122,Intron,-24.39,1.6E-27,106605335,LOC106605335,semaphorin-6D-like
NC_027308.1,9509603,Intron,25.96,1.7E-27,106610691,LOC106610691,interphotoreceptor matrix proteoglycan 1-like
NC_027303.1,39356698,Exon,-23.01,1.8E-27,106603244,LOC106603244,protocadherin gamma-C5-like
NC_027300.1,12423349,Exon,-32.33,2.1E-27,106565612,LOC106565612,collectin-11-like
NC_027306.1,27713483,Intron,-41.24,2.1E-27,106609059,nhsl2,NHS like 2
NC_027328.1,15791237,Intron,-23.27,2.1E-27,106590206,ralyl,RALY RNA binding protein like
NC_027317.1,54342201,Flanks,32.42,2.5E-27,106577679,LOC106577679,uncharacterized LOC106577679
NC_027300.1,140558957,Intron,-31.94,3.0E-27,106568866,LOC106568866,epidermal growth factor-like protein 7
NC_027313.1,14394975,Flanks,-25.68,3.0E-27,100136456,LOC100136456,prostaglandin G/H synthase 2
NC_027306.1,44162399,Intron,24.99,3.0E-27,106609381,LOC106609381,liprin-alpha-4-like
NC_027318.1,51512634,Intron,-20.98,3.1E-27,106579281,LOC106579281,S-adenosylmethionine synthase isoform type-1-like
NC_027306.1,23619585,Flanks,40.01,3.3E-27,106608957,htra3,HtrA serine peptidase 3
NC_027314.1,51392609,Intron,-36.77,3.3E-27,106571754,LOC106571754,utrophin-like
NC_027306.1,41259218,Exon,27.66,3.4E-27,106609357,glt8d2,glycosyltransferase 8 domain containing 2
NC_027303.1,55030985,Intron,27.26,5.0E-27,106603454,LOC106603454,cell surface glycoprotein MUC18-like
NC_027312.1,78809011,Flanks,-33.0,5.6E-27,106567850,cchcr1,coiled-coil alpha-helical rod protein 1
NC_027324.1,7672732,Intron,32.98,6.2E-27,106586109,LOC106586109,G-protein coupled receptor 39-like
NC_027328.1,20241615,Intron,42.73,7.9E-27,106590252,LOC106590252,"2,3-dehydroadipyl-CoA hydratase-like"
NC_027310.1,41875442,Flanks,-23.17,9.4E-27,106562753,LOC106562753,"b(0,+)-type amino acid transporter 1-like"
NC_027313.1,14342177,Intron,-27.8,1.0E-26,106568915,LOC106568915,MAM and LDL-receptor class A domain-containing protein 2-like
NC_027318.1,10619535,Intron,-29.53,1.2E-26,106578460,LOC106578460,uncharacterized LOC106578460
NC_027309.1,14446974,P6K,-31.0,1.2E-26,106613616,LOC106613616,"glutamate receptor ionotropic, NMDA 3B-like"
NC_027300.1,14147277,Flanks,-21.49,1.3E-26,106566627,LOC106566627,"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2-like"
NC_027322.1,33548555,Intron,21.63,1.5E-26,106584474,LOC106584474,plexin-B2-like
NC_027300.1,49007095,Intron,-25.16,1.5E-26,106604631,fam204a,family with sequence similarity 204 member A
NC_027318.1,53144800,Exon,-27.42,1.8E-26,106579378,LOC106579378,interleukin-21 receptor-like
NC_027325.1,31704775,Exon,-22.9,1.9E-26,106587619,LOC106587619,talin-2-like
NC_027311.1,16483525,Intron,39.56,2.1E-26,106564602,LOC106564602,B-cell lymphoma/leukemia 11A-like
NC_027310.1,51195006,P6K,33.34,2.2E-26,106562942,ankra2,ankyrin repeat family A member 2
NC_027315.1,9361631,Intron,21.67,2.2E-26,106573260,LOC106573260,protein LSM14 homolog A-like
NC_027320.1,10038712,Intron,28.98,2.7E-26,106581700,LOC106581700,inactive dipeptidyl peptidase 10-like
NC_027317.1,48858524,Intron,24.73,2.7E-26,106577584,LOC106577584,DENN domain-containing protein 4C-like
NC_027312.1,20029113,Intron,-26.48,2.8E-26,106566735,cdh4,cadherin 4
NC_027319.1,44290711,Intron,27.22,2.9E-26,106580720,LOC106580720,leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein
NC_027309.1,101027238,Intron,-25.5,3.1E-26,106561493,LOC106561493,neuron navigator 2-like
NC_027321.1,5947332,Flanks,24.43,3.6E-26,106582678,LOC106582678,vesicular inhibitory amino acid transporter-like
NC_027318.1,15321744,P6K,28.47,3.9E-26,106578516,pde1c,phosphodiesterase 1C
NC_027308.1,4566276,Flanks,-45.54,4.1E-26,106610617,LOC106610617,prostaglandin E2 receptor EP2 subtype-like
NC_027323.1,13391618,Intron,31.95,4.4E-26,106584951,LOC106584951,calsenilin-like
NW_012348954.1,11540,Exon,-20.03,4.6E-26,106592857,TBC1 domain family member 30-like,TBC1 domain family member 30-like
NC_027314.1,93350506,Exon,25.98,4.6E-26,106572753,LOC106572753,eukaryotic translation initiation factor 4B-like
NC_027322.1,29525365,Intron,38.95,5.0E-26,106584374,LOC106584374,long-chain-fatty-acid--CoA ligase ACSBG2-like
NC_027316.1,43955635,Flanks,-26.04,6.3E-26,106576247,LOC106576247,leucine-rich repeats and immunoglobulin-like domains protein 3
NC_027312.1,67544040,Intron,-27.02,6.5E-26,106567727,LOC106567727,zinc finger and BTB domain-containing protein 16-A-like
NC_027308.1,120413275,Intron,-21.75,7.6E-26,106613099,LOC106613099,seizure protein 6 homolog
NC_027301.1,61980069,Flanks,-38.77,9.3E-26,106591815,centriolar coiled-coil protein of 110 kDa-like,centriolar coiled-coil protein of 110 kDa-like
NC_027315.1,715558,P1K,-29.12,9.4E-26,106573022,LOC106573022,reelin-like
NC_027305.1,64753360,Flanks,-24.68,9.4E-26,106607976,gpr6,G protein-coupled receptor 6
NC_027318.1,2610332,Flanks,-22.99,9.8E-26,106578307,LOC106578307,transmembrane protein 180-like
NC_027300.1,73841724,Intron,45.77,1.1E-25,106609017,polr3e,RNA polymerase III subunit E
NC_027309.1,11261419,Flanks,-22.86,1.2E-25,106613540,erich3,glutamate rich 3
NC_027300.1,43660682,Exon,-20.21,1.3E-25,106603022,nrxn3,neurexin 3
NC_027327.1,18586285,Intron,21.53,1.3E-25,100380747,LOC100380747,neurabin-2
NC_027310.1,60512787,Intron,21.85,1.3E-25,106563134,LOC106563134,voltage-dependent N-type calcium channel subunit alpha-1B-like
NC_027322.1,23280865,P6K,28.02,1.4E-25,106584281,LOC106584281,glycosaminoglycan xylosylkinase-like
NC_027310.1,52641275,Intron,-32.87,1.5E-25,106562962,LOC106562962,collagen alpha-1(V) chain-like
NC_027327.1,20793488,Intron,20.9,1.6E-25,106589696,lrpprc,leucine rich pentatricopeptide repeat containing
NC_027312.1,69864653,Flanks,34.97,1.6E-25,106567661,LOC106567661,SH2B adapter protein 2-like
NC_027311.1,19050646,Intron,42.32,1.6E-25,106564721,LOC106564721,VPS10 domain-containing receptor SorCS1-like
NC_027312.1,33576787,Exon,-21.41,1.7E-25,106567014,LOC106567014,ceramide kinase-like
NC_027313.1,20510937,Flanks,-23.84,1.8E-25,106569050,LOC106569050,immunoglobulin iota chain-like
NC_027317.1,63201057,P1K,-30.4,2.0E-25,106577993,LOC106577993,uncharacterized LOC106577993
NC_027320.1,22586025,Intron,-21.05,2.0E-25,106581943,cask,calcium/calmodulin dependent serine protein kinase
NC_027308.1,107247873,Intron,-20.93,2.2E-25,106612562,LOC106612562,MDS1 and EVI1 complex locus protein EVI1-like
NC_027328.1,25421630,Exon,-26.68,2.3E-25,106590397,LOC106590397,tripartite motif-containing protein 55-like
NC_027303.1,47227344,P1K,22.94,2.4E-25,106603588,LOC106603588,brain mitochondrial carrier protein 1-like
NC_027324.1,9432151,Intron,-20.54,2.6E-25,106586125,LOC106586125,double-stranded RNA-specific editase 1-like
NC_027313.1,67764089,Exon,-20.16,2.6E-25,100196689,Cbp/p300-interacting transactivator 2,Cbp/p300-interacting transactivator 2
NC_027310.1,3427481,Intron,35.6,2.6E-25,106561885,kif6,kinesin family member 6
NC_027308.1,16795033,Intron,21.34,2.8E-25,106610804,ralgapa2,Ral GTPase activating protein catalytic alpha subunit 2
NC_027312.1,20029103,Intron,-24.07,2.9E-25,106566735,cdh4,cadherin 4
NC_027313.1,59644776,Exon,-37.38,3.1E-25,106569942,LOC106569942,tenascin-X-like
NC_027328.1,3463046,Flanks,-23.57,3.2E-25,106590043,LOC106590043,zinc finger E-box-binding homeobox 1-like
NC_027310.1,20894082,Flanks,20.62,3.6E-25,106562212,LOC106562212,DNA-binding protein RFX7-like
NC_027304.1,8296742,Intron,29.08,3.7E-25,106604232,LOC106604232,cyclin-G1-like
NC_027300.1,43608276,Intron,-25.03,4.0E-25,106603022,nrxn3,neurexin 3
NC_027308.1,41695321,Intron,-25.12,4.1E-25,106611358,LOC106611358,potassium channel subfamily K member 2-like
NC_027314.1,68213756,P6K,-25.02,4.5E-25,106572176,stk35,serine/threonine kinase 35
NC_027303.1,6258351,P250,-24.55,4.9E-25,106602279,LOC106602279,calcium-binding and coiled-coil domain-containing protein 2-like
NC_027318.1,57987675,Intron,-22.31,5.0E-25,106579347,LOC106579347,guanylate cyclase 2G-like
NC_027312.1,63819412,Intron,-26.81,6.2E-25,106567659,LOC106567659,opioid-binding protein/cell adhesion molecule homolog
NC_027319.1,29467999,Intron,-38.38,6.3E-25,106580415,LOC106580415,synaptic vesicle glycoprotein 2C-like
NC_027324.1,22534811,Flanks,-45.37,6.9E-25,106586421,LOC106586421,"sterol 26-hydroxylase, mitochondrial-like"
NC_027315.1,23792677,Exon,-22.43,7.0E-25,106573425,LOC106573425,phosphatidylinositol phosphatase PTPRQ-like
NC_027323.1,19071224,Intron,-31.31,7.1E-25,106585613,LOC106585613,AT-rich interactive domain-containing protein 5A-like
NC_027308.1,99822474,Intron,-27.78,7.2E-25,106612745,dscaml1,DS cell adhesion molecule like 1
NC_027309.1,83379313,Flanks,26.37,7.4E-25,106561152,LOC106561152,talin-2-like
NC_027312.1,69864641,Flanks,35.13,9.1E-25,106567661,LOC106567661,SH2B adapter protein 2-like
NC_027302.1,10052921,Exon,21.49,9.8E-25,106598521,LOC106598521,BMP/retinoic acid-inducible neural-specific protein 3-like
NC_027302.1,57466848,Flanks,34.9,1.0E-24,106600834,LOC106600834,homeobox protein Hox-B10a-like
NC_027302.1,52066627,P6K,-25.62,1.0E-24,106600760,LOC106600760,potassium voltage-gated channel subfamily C member 1-like
NC_027316.1,17736496,Exon,-30.13,1.1E-24,106575523,LOC106575523,rho GTPase-activating protein 20-like
NC_027322.1,9723210,Intron,31.05,1.1E-24,106584037,LOC106584037,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B-like"
NC_027309.1,69431083,Intron,26.46,1.4E-24,106561032,LOC106561032,metabotropic glutamate receptor 8-like
NC_027326.1,10771488,P6K,-27.56,1.4E-24,106588368,LOC106588368,zinc fingers and homeoboxes protein 2-like
NC_027310.1,3427482,Intron,37.22,1.5E-24,106561885,kif6,kinesin family member 6
NC_027327.1,24521919,Intron,32.12,1.5E-24,106589747,wdr27,WD repeat domain 27
NC_027309.1,13270709,Intron,25.49,1.6E-24,106613582,LOC106613582,uncharacterized protein KIAA1614-like
NC_027316.1,11908775,Intron,22.08,1.7E-24,106575287,LOC106575287,ras-related protein Rab-9A-like
NC_027308.1,109273006,Intron,-23.14,1.8E-24,106612771,LOC106612771,olfactory receptor 11A1-like
NC_027300.1,117353379,Exon,-42.1,1.8E-24,106563492,LOC106563492,dual specificity protein phosphatase 4-like
NC_027310.1,54488609,Intron,-25.63,1.8E-24,106562974,LOC106562974,protein CutA homolog
NC_027319.1,58049773,Exon,26.5,1.9E-24,106581192,LOC106581192,calfacilitin-like
NC_027321.1,14046942,P6K,-37.01,1.9E-24,106582788,LOC106582788,toxin MIT1-like
NC_027303.1,44123494,P1K,-28.42,2.1E-24,106603321,LOC106603321,teneurin-1-like
NC_027300.1,134922103,Flanks,40.02,2.1E-24,106567754,LOC106567754,occludin-like
NC_027323.1,26342799,Intron,-21.39,2.3E-24,106585423,LOC106585423,neurogenic locus notch homolog protein 1-like
NC_027300.1,54011193,Flanks,-35.02,2.3E-24,106605787,LOC106605787,protein quaking-like
NC_027300.1,71602852,Flanks,25.51,2.4E-24,106608578,LOC106608578,interferon-induced protein with tetratricopeptide repeats 5-like
NC_027300.1,62627404,Flanks,-26.11,2.4E-24,106605670,LOC106605670,uncharacterized LOC106605670
NC_027316.1,19108491,Intron,-37.75,2.4E-24,106575574,LOC106575574,calcipressin-1-like
NC_027308.1,126380215,Intron,-26.4,2.6E-24,106613153,"FAT atypical cadherin 3, transcript variant X5",FAT atypical cadherin 3
NC_027302.1,8282239,P6K,28.95,2.6E-24,106598174,grk7,G protein-coupled receptor kinase 7
NC_027318.1,47445383,P1K,-30.81,2.7E-24,100500786,LOC100500786,arginase-1
NC_027311.1,49322888,Intron,-29.18,2.9E-24,106565338,LOC106565338,potassium voltage-gated channel subfamily B member 1-like
NC_027313.1,57097856,P6K,-25.88,2.9E-24,106570019,LOC106570019,zinc finger MYM-type protein 4-like
NC_027312.1,37532269,P6K,20.66,2.9E-24,106567124,LOC106567124,ankyrin repeat domain-containing protein SOWAHB-like
NW_012347811.1,16899,Exon,-34.79,3.2E-24,106592199,LOC106592199,protein FAM83G-like
NC_027303.1,34072954,Intron,26.32,3.3E-24,106602987,LOC106602987,neurexin-2-like
NC_027320.1,22586057,Intron,-20.47,3.3E-24,106581943,cask,calcium/calmodulin dependent serine protein kinase
NC_027310.1,9047464,Intron,-36.9,3.7E-24,106561937,LOC106561937,leucine zipper protein 2-like
NC_027313.1,16123593,Flanks,-23.61,4.1E-24,106568874,LOC106568874,fibrous sheath CABYR-binding protein-like
NC_027314.1,53336330,Intron,-31.35,4.7E-24,106571806,LOC106571806,wiskott-Aldrich syndrome protein family member 1-like
NC_027309.1,12836896,Flanks,43.53,5.0E-24,106613573,LOC106613573,calcium/calmodulin-dependent protein kinase type IV-like
NC_027308.1,15117150,Intron,-22.26,5.9E-24,106610776,LOC106610776,disks large-associated protein 2-like
NC_027300.1,116490095,Flanks,23.92,6.0E-24,106562950,brain-specific angiogenesis inhibitor 3-like,brain-specific angiogenesis inhibitor 3-like
NC_027320.1,28830378,P6K,24.55,6.0E-24,106582111,LOC106582111,chromatin assembly factor 1 subunit B-like
NC_027311.1,44418440,P1K,-25.19,6.1E-24,106565170,rad54l2,RAD54 like 2
NC_027302.1,16402248,Flanks,-27.28,6.4E-24,106599162,LOC106599162,cholesterol 7-alpha-monooxygenase-like
NC_027313.1,2656514,Intron,24.31,6.5E-24,106568630,adcy8,adenylate cyclase 8
NC_027302.1,53230443,Flanks,26.04,6.9E-24,106600934,LOC106600934,uncharacterized LOC106600934
NC_027314.1,68213747,P6K,-24.17,7.0E-24,106572176,stk35,serine/threonine kinase 35
NC_027319.1,44290698,Intron,25.02,7.2E-24,106580720,LOC106580720,leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein
NC_027307.1,1787525,Intron,-24.74,7.5E-24,106609937,LOC106609937,melatonin receptor type 1A-A-like
NC_027311.1,29247450,Intron,-23.23,7.6E-24,106564793,LOC106564793,sodium/calcium exchanger 1-like
NC_027304.1,60400454,Exon,44.15,7.7E-24,106605414,LOC106605414,protein cordon-bleu-like
NC_027302.1,25529533,Intron,26.49,7.7E-24,106599291,LOC106599291,E3 ubiquitin-protein ligase HECW1-like
NC_027312.1,32152797,Intron,-27.92,7.8E-24,106566978,LOC106566978,lipoma HMGIC fusion partner-like 4 protein
NC_027314.1,50057505,Intron,29.45,8.6E-24,106571765,otof,otoferlin
NC_027323.1,1296542,Intron,-23.98,1.1E-23,106584893,LOC106584893,cytoskeleton-associated protein 2-like
NC_027309.1,23426628,Intron,29.39,1.2E-23,106613871,LOC106613871,glypican-1-like
NC_027309.1,97567532,Intron,40.51,1.3E-23,106561377,LOC106561377,"FYVE, RhoGEF and PH domain-containing protein 4-like"
NC_027317.1,62056753,Flanks,36.05,1.3E-23,106577978,LOC106577978,uncharacterized LOC106577978
NC_027322.1,8019687,Intron,22.87,1.5E-23,106584023,LOC106584023,low-density lipoprotein receptor-related protein 8-like
NC_027307.1,1175939,P6K,-25.66,1.5E-23,106609866,LOC106609866,palmitoyltransferase ZDHHC5-like
NC_027319.1,24451558,Intron,24.07,1.5E-23,106579835,LOC106579835,"type I inositol 1,4,5-trisphosphate 5-phosphatase-like"
NC_027313.1,58881263,Intron,-31.93,1.5E-23,106569973,LOC106569973,poliovirus receptor-like
NC_027313.1,39118205,P6K,-22.58,1.6E-23,106569562,LOC106569562,translation initiation factor IF-2-like
NC_027310.1,55565130,Flanks,25.28,1.6E-23,106563084,LOC106563084,multiple C2 and transmembrane domain-containing protein 1-like
NC_027300.1,61192352,Intron,36.01,1.6E-23,106607187,LOC106607187,cGMP-dependent protein kinase 1-like
NC_027325.1,16692403,Intron,-24.59,2.0E-23,106587237,LOC106587237,immunoglobulin superfamily DCC subclass member 4-like
NC_027312.1,69828698,Intron,-26.95,2.0E-23,106567662,LOC106567662,syntaxin-1A
NC_027304.1,29677069,Flanks,-28.39,2.2E-23,106604605,LOC106604605,adhesion G protein-coupled receptor E3-like
NC_027317.1,64399819,Flanks,-29.86,2.3E-23,106578006,LOC106578006,uncharacterized LOC106578006
NC_027315.1,61842116,P6K,25.58,2.3E-23,106574316,LOC106574316,T-cell-specific surface glycoprotein CD28-like
NC_027312.1,70656205,P6K,22.16,2.3E-23,106568009,LOC106568009,hexokinase-2-like
NC_027324.1,22534794,Flanks,-42.99,2.5E-23,106586421,LOC106586421,"sterol 26-hydroxylase, mitochondrial-like"
